(La/Yb)N,(La/Nd)N,(Gd/Yb)N,Eu/Eu*,YbN,REE+Y,LREE,Sr/Y,Mn,Sr,Y,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,花岗岩类型
2.335289872,0.410734118,2.369192967,0.113660058,7703.915282,52447.93048,40537.08716,0.034309653,8436.9,122.0634536,3557.7,4263.837454,10353.87224,973.1,20543.02326,4251.501001,151.7532094,3750.798722,84.9,2091.967871,106,922.9396013,45.5,1309.665598,41.37152243,A型
1.580920961,0.201084273,5.927485386,0.136917464,2166.473552,21145.90652,14836.41515,0.098967758,702,148.9464761,1505,811.7305575,2596.947428,329,7988.372093,2981.987992,128.3770837,2638.977636,59.7,1269.076305,57.4,386.7896459,14.7,368.3005039,9.547274407,A型
3.498857229,0.21737373,8.354060684,0.207972233,1112.877584,19339.02679,15284.27575,0.49588552,839,438.3627997,884,922.8305475,3145.279819,332,8401.162791,2334.889927,148.1126653,1910.543131,38.9,771.0843373,33.5,214.8170187,7.8,189.1891892,4.917359614,A型
3.889828593,0.227642732,8.659910576,0.155781926,1414.674894,26186.92596,20832.31441,0.460686344,807,550.980867,1196,1304.173756,4445.449406,469,11337.2093,3128.752502,147.7294501,2517.571885,50.9,1012.048193,43.5,277.8934841,9.9,240.494732,6.303254286,A型
4.172911652,0.230706584,8.361754305,0.15599136,1301.500903,24012.85624,19265.55141,0.24686938,517,255.5098087,1035,1287.158443,3683.43697,389,11040.69767,2735.156771,130.101552,2236.421725,45.5,903.6144578,39.2,251.4132699,9.1,221.2551535,5.80022585,A型
2.479495063,0.428600087,2.245458231,0.057211477,5090.904892,35311.6023,27840.37074,0.025122297,1147.785714,58.21195032,2317.142857,2991.62103,7743.680853,754.7142857,13812.70764,2491.661107,45.98582104,2349.155637,49.64285714,1182.444062,65.07142857,585.2849917,28.07142857,865.4538316,28.96446537,A型
1.128742311,0.222377549,2.419581442,0.040593932,13026.79798,74365.18596,54190.09607,0.007339161,1460.3125,37.84209252,5156.1875,3484.823841,10544.79932,1377.875,31010.90116,7675.533689,96.16305806,6477.236422,164.0625,4135.040161,201.5,1692.948527,78.1875,2214.555657,55.37162509,A型
2.805097295,0.587155462,1.880304055,0.087551207,4072.723913,25807.19753,20388.76227,0.035609926,2002.142857,58.8174238,1651.714286,2707.579679,6256.965194,452.1428571,9125.415282,1797.388735,49.27052254,1573.710634,37.42857143,929.4320138,49.57142857,439.4950482,22.42857143,692.3630652,22.29163917,A型
2.623482947,0.419044724,2.016855139,0.047747225,6197.623347,45043.00665,37108.41462,0.00972878,2109,20.58609833,2116,3853.468121,10887.50707,955,18197.67442,3168.779186,45.98582104,2568.690096,56.5,1377.51004,72,621.8387385,31.5,1053.595969,36.95719125,A型
5.698404846,0.454498344,4.052574396,0.146593411,3368.273558,44825.26937,38438.61199,0.082791605,1789,122.1038185,1474.833333,4548.927368,9651.403806,968.6666667,19806.20155,3313.319991,150.0926103,2805.111821,48.83333333,989.2904953,49.33333333,407.6167807,18.5,572.6065048,20.53177292,A型
3.461809038,0.575192913,2.431618294,0.064409669,4211.530749,32308.03125,25860.65194,0.046226929,11921.64706,89.5388429,1936.941176,3455.345105,7644.598145,627,11887.8249,2199.897971,45.98582104,2104.491637,43.76470588,1050.791401,57.05882353,490.9253198,23.41176471,715.9602274,24.03425183,A型
4.519294007,0.358008677,4.51789837,0.050945697,3179.650238,43437.9691,36090.01304,0.081186039,1964.428571,149.8114383,1845.285714,3405.636501,9130.259226,917,18824.75083,3754.884209,57.4822763,2952.076677,62,1372.920252,62,478.1740128,20,540.5405405,14.95886313,A型
4.180800024,0.34788662,4.715634386,0.037941106,3422.165935,43744.47092,35539.06642,0.075315728,1069,151.6105595,2013,3390.851767,7862.068966,919,19288.37209,4032.021348,46.75225139,3316.29393,70.6,1569.477912,71,545.6709313,22.4,581.7682089,15.19351196,A型
5.011849697,0.570204378,2.994301495,0.114562259,1845.813909,19746.67468,16695.12152,0.099910636,2016.5,80.52797287,806,2192.473226,5146.975692,406,7609.011628,1294.196131,46.46484001,1135.782748,22,504.0160643,26.25,221.6602202,10.25,313.7883646,11.80576943,A型
2.67680709,0.405113053,3.210572357,0.088844221,3961.089704,31762.99586,24466.6911,0.05055223,3013.333333,106.1596835,2100,2512.928302,6218.202374,585.3333333,12275.1938,2795.196798,79.83649486,2613.41853,55.66666667,1226.238286,62.33333333,519.6866012,23.33333333,673.3852497,22.242754,A型
3.843337482,0.393993429,3.677569334,0.115977237,2905.697322,31045.698,25480.64353,0.116685909,2377.166667,160.2486478,1373.333333,2646.715377,6156.02035,624.6666667,13293.60465,2665.110073,94.52640991,2195.953142,44.83333333,999.330656,47.16666667,377.3678469,16.33333333,493.9685448,16.76761455,A型
4.635459863,0.241479742,8.663812467,0.176090664,1654.495972,32590.64634,26325.06676,0.325225755,492,455.3160572,1400,1817.635872,5205.200678,549,14895.34884,3662.441628,195.4397394,2945.686901,59.6,1184.738956,51,324.3082416,11.6,281.2643152,7.381172364,A型
10.28387602,1.142058582,3.736028125,0.330782736,272.3529412,5516,4164.9,0.557501531,1061.1,455.2,816.5,663.8,1811,251.5,1150.2,262.2,26.2,209.1,29.4,144.6,25.4,65.7,8.2,46.3,5.9,I型
9.518946575,1.110303598,3.598073902,0.337908934,365.2941176,6969,5237.8,0.409891273,1029.4,426,1039.3,824.1,2254.9,319.6,1468.8,336,34.4,270.1,37.2,185.1,32.3,86.4,10.9,62.1,7.8,I型
8.409534605,1.039612273,3.686821368,0.318078871,394.1176471,7108.8,5190.1,0.359732244,1053.9,413.8,1150.3,785.5,2197.6,322.1,1495.2,354.9,34.8,298.6,42.1,207.6,36.5,96.1,11.9,67,8.6,I型
8.95606224,1.064704396,3.939226477,0.305372926,372.9411765,7043.2,5175.7,0.402307138,1054.4,446.4,1109.6,791.6,2211,314.3,1471.3,354,33.5,301.9,41.5,206.1,35.2,90.9,11.1,63.4,7.8,I型
9.191321133,1.08744469,3.658339933,0.325380248,401.1764706,7532.4,5595.5,0.365278734,1036.8,424.6,1162.4,873.9,2380.8,345,1590.3,368.9,36.6,301.6,42.5,208.6,36.7,95.9,12.2,68.2,8.8,I型
